## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 18:13:48, 15177, 15177
2026-03-27 18:14:03, 40968, 40968
2026-03-27 18:14:18, 49684, 49684
2026-03-27 18:14:33, 58660, 58660
2026-03-27 18:14:48, 84533, 84533
2026-03-27 18:15:03, 96570, 96570
2026-03-27 18:15:18, 100000, 100000
2026-03-27 18:15:33, 100000, 100000
2026-03-27 18:15:48, 100000, 100000
2026-03-27 18:16:03, 100000, 100000
2026-03-27 18:16:18, 100000, 100000
2026-03-27 18:16:33, 100000, 100000
2026-03-27 18:16:48, 100000, 100000
2026-03-27 18:17:03, 100000, 100000
2026-03-27 18:17:18, 100000, 100000
2026-03-27 18:17:33, 100000, 100000
2026-03-27 18:17:48, 100000, 100000
2026-03-27 18:18:03, 100000, 100000
2026-03-27 18:18:18, 100000, 100000
2026-03-27 18:18:33, 100000, 100000
2026-03-27 18:18:48, 100000, 100000
2026-03-27 18:19:03, 100000, 100000
2026-03-27 18:19:18, 100000, 100000
2026-03-27 18:19:33, 100000, 100000
2026-03-27 18:19:48, 100000, 100000
2026-03-27 18:20:03, 100000, 100000
2026-03-27 18:20:18, 100000, 100000
2026-03-27 18:20:33, 100000, 100000
2026-03-27 18:20:48, 100000, 100000
2026-03-27 18:21:03, 100000, 100000
2026-03-27 18:21:18, 100000, 100000
2026-03-27 18:21:33, 100000, 100000
2026-03-27 18:21:48, 100000, 100000
2026-03-27 18:22:03, 100000, 100000
2026-03-27 18:22:18, 100000, 100000
2026-03-27 18:22:33, 100000, 100000
2026-03-27 18:22:48, 100000, 100000
2026-03-27 18:23:03, 100000, 100000
2026-03-27 18:23:18, 100000, 100000
2026-03-27 18:23:33, 100000, 100000
2026-03-27 18:23:48, 100000, 100000
2026-03-27 18:24:03, 100000, 100000
2026-03-27 18:24:18, 100000, 100000
2026-03-27 18:24:33, 100000, 100000
2026-03-27 18:24:48, 100000, 100000
2026-03-27 18:25:03, 100000, 100000
