## TailSampling_Dropped_Too_Early
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: num_traces上限超過による強制ドロップ累計
クエリ: increase(otelcol_processor_tail_sampling_sampling_trace_dropped_too_early_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 18:40:22, 0, 0
2026-03-27 18:40:37, 0, 0
2026-03-27 18:40:52, 0, 0
2026-03-27 18:41:07, 0, 0
2026-03-27 18:41:22, 0, 0
2026-03-27 18:41:37, 0, 0
2026-03-27 18:41:52, 0, 0
2026-03-27 18:42:07, 0, 0
2026-03-27 18:42:22, 0, 0
2026-03-27 18:42:37, 0, 0
2026-03-27 18:42:52, 0, 0
2026-03-27 18:43:07, 0, 0
2026-03-27 18:43:22, 0, 0
2026-03-27 18:43:37, 0, 0
2026-03-27 18:43:52, 0, 0
2026-03-27 18:44:07, 0, 0
2026-03-27 18:44:22, 0, 0
2026-03-27 18:44:37, 0, 0
2026-03-27 18:44:52, 0, 0
2026-03-27 18:45:07, 0, 0
2026-03-27 18:45:22, 0, 0
2026-03-27 18:45:37, 0, 0
2026-03-27 18:45:52, 0, 0
2026-03-27 18:46:07, 0, 0
2026-03-27 18:46:22, 0, 0
2026-03-27 18:46:37, 0, 0
2026-03-27 18:46:52, 0, 0
2026-03-27 18:47:07, 0, 0
2026-03-27 18:47:22, 0, 0
2026-03-27 18:47:37, 0, 0
2026-03-27 18:47:52, 0, 0
2026-03-27 18:48:07, 0, 0
2026-03-27 18:48:22, 0, 0
2026-03-27 18:48:37, 0, 0
2026-03-27 18:48:52, 0, 0
2026-03-27 18:49:07, 0, 0
2026-03-27 18:49:22, 0, 0
2026-03-27 18:49:37, 0, 0
2026-03-27 18:49:52, 0, 0
2026-03-27 18:50:07, 0, 0
2026-03-27 18:50:22, 0, 0
2026-03-27 18:50:37, 0, 0
2026-03-27 18:50:52, 0, 0
2026-03-27 18:51:07, 0, 0
2026-03-27 18:51:22, 0, 0
2026-03-27 18:51:37, 0, 0
2026-03-27 18:51:52, 0, 0
