## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 18:37:07, 0.001227879424115178, 0.12%
2026-03-27 18:37:22, 0.0021807133333333352, 0.22%
2026-03-27 18:37:37, 0.0031687212514374284, 0.32%
2026-03-27 18:37:52, 0.004181666121231957, 0.42%
2026-03-27 18:38:07, 0.003999999999999999, 0.40%
2026-03-27 18:38:22, 0.0041818181818181815, 0.42%
2026-03-27 18:38:37, 0.004181818181818183, 0.42%
2026-03-27 18:38:52, 0.004181970253463762, 0.42%
2026-03-27 18:39:07, 0.004363795047092622, 0.44%
2026-03-27 18:39:22, 0.004545289262208647, 0.45%
2026-03-27 18:39:37, 0.004545454545454545, 0.45%
2026-03-27 18:39:52, 0.009638641860803467, 0.96%
2026-03-27 18:40:07, 0.014549422569791762, 1.45%
2026-03-27 18:40:22, 0.10675056375936566, 10.68%
2026-03-27 18:40:37, 0.20514685823406384, 20.51%
2026-03-27 18:40:52, 0.2946562339023932, 29.47%
2026-03-27 18:41:07, 0.3831118060985145, 38.31%
2026-03-27 18:41:22, 0.3894545454545454, 38.95%
2026-03-27 18:41:37, 0.4005454545454545, 40.05%
2026-03-27 18:41:52, 0.40236363636363626, 40.24%
2026-03-27 18:42:07, 0.4009090909090909, 40.09%
2026-03-27 18:42:22, 0.4041818181818182, 40.42%
2026-03-27 18:42:37, 0.39980364350387254, 39.98%
2026-03-27 18:42:52, 0.40362168648412794, 40.36%
2026-03-27 18:43:07, 0.39781818181818196, 39.78%
2026-03-27 18:43:22, 0.39818181818181825, 39.82%
2026-03-27 18:43:37, 0.4052948342636871, 40.53%
2026-03-27 18:43:52, 0.4056142392233149, 40.56%
2026-03-27 18:44:07, 0.41309090909090906, 41.31%
2026-03-27 18:44:22, 0.4110684871734269, 41.11%
2026-03-27 18:44:37, 0.41563636363636336, 41.56%
2026-03-27 18:44:52, 0.4065454545454545, 40.65%
2026-03-27 18:45:07, 0.4149090909090908, 41.49%
2026-03-27 18:45:22, 0.4097958293184007, 40.98%
2026-03-27 18:45:37, 0.41871204683466035, 41.87%
2026-03-27 18:45:52, 0.4185454545454542, 41.85%
2026-03-27 18:46:07, 0.4134770987508409, 41.35%
2026-03-27 18:46:22, 0.41237863195025287, 41.24%
2026-03-27 18:46:37, 0.44200000000000056, 44.20%
2026-03-27 18:46:52, 0.4061670484709648, 40.62%
2026-03-27 18:47:07, 0.3534545454545454, 35.35%
2026-03-27 18:47:22, 0.27456043056894003, 27.46%
2026-03-27 18:47:37, 0.225272727272727, 22.53%
2026-03-27 18:47:52, 0.21471946474673603, 21.47%
2026-03-27 18:48:07, 0.21490909090909077, 21.49%
2026-03-27 18:48:22, 0.21636757031946047, 21.64%
2026-03-27 18:48:37, 0.20907950475428616, 20.91%
2026-03-27 18:48:52, 0.2139961091616518, 21.40%
2026-03-27 18:49:07, 0.21636363636363645, 21.64%
2026-03-27 18:49:22, 0.20980673781430142, 20.98%
2026-03-27 18:49:37, 0.2141896068947957, 21.42%
2026-03-27 18:49:52, 0.21019328326999606, 21.02%
2026-03-27 18:50:07, 0.2149090909090913, 21.49%
2026-03-27 18:50:22, 0.1699999999999999, 17.00%
2026-03-27 18:50:37, 0.10999999999999968, 11.00%
2026-03-27 18:50:52, 0.051998109159666656, 5.20%
2026-03-27 18:51:07, 0.005091186792006858, 0.51%
2026-03-27 18:51:22, 0.004727358679248549, 0.47%
2026-03-27 18:51:37, 0.008544988455175153, 0.85%
2026-03-27 18:51:52, 0.014728076076876963, 1.47%
