## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 18:40:22, 21705, 21705
2026-03-27 18:40:37, 47350, 47350
2026-03-27 18:40:52, 73067, 73067
2026-03-27 18:41:07, 98686, 98686
2026-03-27 18:41:22, 100000, 100000
2026-03-27 18:41:37, 100000, 100000
2026-03-27 18:41:52, 100000, 100000
2026-03-27 18:42:07, 100000, 100000
2026-03-27 18:42:22, 100000, 100000
2026-03-27 18:42:37, 100000, 100000
2026-03-27 18:42:52, 100000, 100000
2026-03-27 18:43:07, 100000, 100000
2026-03-27 18:43:22, 100000, 100000
2026-03-27 18:43:37, 100000, 100000
2026-03-27 18:43:52, 100000, 100000
2026-03-27 18:44:07, 100000, 100000
2026-03-27 18:44:22, 100000, 100000
2026-03-27 18:44:37, 100000, 100000
2026-03-27 18:44:52, 100000, 100000
2026-03-27 18:45:07, 100000, 100000
2026-03-27 18:45:22, 100000, 100000
2026-03-27 18:45:37, 100000, 100000
2026-03-27 18:45:52, 100000, 100000
2026-03-27 18:46:07, 100000, 100000
2026-03-27 18:46:22, 100000, 100000
2026-03-27 18:46:37, 100000, 100000
2026-03-27 18:46:52, 100000, 100000
2026-03-27 18:47:07, 100000, 100000
2026-03-27 18:47:22, 100000, 100000
2026-03-27 18:47:37, 100000, 100000
2026-03-27 18:47:52, 100000, 100000
2026-03-27 18:48:07, 100000, 100000
2026-03-27 18:48:22, 100000, 100000
2026-03-27 18:48:37, 100000, 100000
2026-03-27 18:48:52, 100000, 100000
2026-03-27 18:49:07, 100000, 100000
2026-03-27 18:49:22, 100000, 100000
2026-03-27 18:49:37, 100000, 100000
2026-03-27 18:49:52, 100000, 100000
2026-03-27 18:50:07, 100000, 100000
2026-03-27 18:50:22, 100000, 100000
2026-03-27 18:50:37, 100000, 100000
2026-03-27 18:50:52, 100000, 100000
2026-03-27 18:51:07, 100000, 100000
2026-03-27 18:51:22, 100000, 100000
2026-03-27 18:51:37, 100000, 100000
