## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 17:47:48, 18915, 18915
2026-03-27 17:48:03, 44949, 44949
2026-03-27 17:48:18, 70831, 70831
2026-03-27 17:48:33, 96776, 96776
2026-03-27 17:48:48, 100000, 100000
2026-03-27 17:49:03, 100000, 100000
2026-03-27 17:49:18, 100000, 100000
2026-03-27 17:49:33, 100000, 100000
2026-03-27 17:49:48, 100000, 100000
2026-03-27 17:50:03, 100000, 100000
2026-03-27 17:50:18, 100000, 100000
2026-03-27 17:50:33, 100000, 100000
2026-03-27 17:50:48, 100000, 100000
2026-03-27 17:51:03, 100000, 100000
2026-03-27 17:51:18, 100000, 100000
2026-03-27 17:51:33, 100000, 100000
2026-03-27 17:51:48, 100000, 100000
2026-03-27 17:52:03, 100000, 100000
2026-03-27 17:52:18, 100000, 100000
2026-03-27 17:52:33, 100000, 100000
2026-03-27 17:52:48, 100000, 100000
2026-03-27 17:53:03, 100000, 100000
2026-03-27 17:53:18, 100000, 100000
2026-03-27 17:53:33, 100000, 100000
2026-03-27 17:53:48, 100000, 100000
2026-03-27 17:54:03, 100000, 100000
2026-03-27 17:54:18, 100000, 100000
2026-03-27 17:54:33, 100000, 100000
2026-03-27 17:54:48, 100000, 100000
2026-03-27 17:55:03, 100000, 100000
2026-03-27 17:55:18, 100000, 100000
2026-03-27 17:55:33, 100000, 100000
2026-03-27 17:55:48, 100000, 100000
2026-03-27 17:56:03, 100000, 100000
2026-03-27 17:56:18, 100000, 100000
2026-03-27 17:56:33, 100000, 100000
2026-03-27 17:56:48, 100000, 100000
2026-03-27 17:57:03, 100000, 100000
2026-03-27 17:57:18, 100000, 100000
2026-03-27 17:57:33, 100000, 100000
2026-03-27 17:57:48, 100000, 100000
2026-03-27 17:58:03, 100000, 100000
2026-03-27 17:58:18, 100000, 100000
2026-03-27 17:58:33, 100000, 100000
2026-03-27 17:58:48, 100000, 100000
2026-03-27 17:59:03, 100000, 100000
