## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 17:44:48, 0.0013483333333333346, 0.13%
2026-03-27 17:45:03, 0.0025437914541879126, 0.25%
2026-03-27 17:45:18, 0.0037203703703703695, 0.37%
2026-03-27 17:45:33, 0.004545454545454545, 0.45%
2026-03-27 17:45:48, 0.004545454545454545, 0.45%
2026-03-27 17:46:03, 0.004181818181818185, 0.42%
2026-03-27 17:46:18, 0.004363636363636363, 0.44%
2026-03-27 17:46:33, 0.004727616553931196, 0.47%
2026-03-27 17:46:48, 0.00454512399098247, 0.45%
2026-03-27 17:47:03, 0.004909090909090909, 0.49%
2026-03-27 17:47:18, 0.004240092592592592, 0.42%
2026-03-27 17:47:33, 0.01080416519196021, 1.08%
2026-03-27 17:47:48, 0.10003912144414014, 10.00%
2026-03-27 17:48:03, 0.21403423802693589, 21.40%
2026-03-27 17:48:18, 0.32036363636363635, 32.04%
2026-03-27 17:48:33, 0.4271142062294307, 42.71%
2026-03-27 17:48:48, 0.42709090909090913, 42.71%
2026-03-27 17:49:03, 0.4367034525389525, 43.67%
2026-03-27 17:49:18, 0.4373124829529958, 43.73%
2026-03-27 17:49:33, 0.4449090909090908, 44.49%
2026-03-27 17:49:48, 0.44312313622808946, 44.31%
2026-03-27 17:50:03, 0.44036363636363635, 44.04%
2026-03-27 17:50:18, 0.4814282857298694, 48.14%
2026-03-27 17:50:33, 0.48363636363636375, 48.36%
2026-03-27 17:50:48, 0.47654545454545466, 47.65%
2026-03-27 17:51:03, 0.4725454545454547, 47.25%
2026-03-27 17:51:18, 0.4416363636363635, 44.16%
2026-03-27 17:51:33, 0.4370591229728748, 43.71%
2026-03-27 17:51:48, 0.4405454545454546, 44.05%
2026-03-27 17:52:03, 0.4333042403083858, 43.33%
2026-03-27 17:52:18, 0.4424038548958999, 44.24%
2026-03-27 17:52:33, 0.4462142701287368, 44.62%
2026-03-27 17:52:48, 0.43436363636363634, 43.44%
2026-03-27 17:53:03, 0.4209167439407991, 42.09%
2026-03-27 17:53:18, 0.39581818181818196, 39.58%
2026-03-27 17:53:33, 0.3786928461048993, 37.87%
2026-03-27 17:53:48, 0.3789090909090904, 37.89%
2026-03-27 17:54:03, 0.37690909090909125, 37.69%
2026-03-27 17:54:18, 0.37384537057240536, 37.38%
2026-03-27 17:54:33, 0.37782505136457034, 37.78%
2026-03-27 17:54:48, 0.3711178994835988, 37.11%
2026-03-27 17:55:03, 0.3696363636363633, 36.96%
2026-03-27 17:55:18, 0.37727272727272726, 37.73%
2026-03-27 17:55:33, 0.3719729474220058, 37.20%
2026-03-27 17:55:48, 0.37890220177814954, 37.89%
2026-03-27 17:56:03, 0.37632942459776414, 37.63%
2026-03-27 17:56:18, 0.3762023383093623, 37.62%
2026-03-27 17:56:33, 0.3732387964730484, 37.32%
2026-03-27 17:56:48, 0.37309090909090925, 37.31%
2026-03-27 17:57:03, 0.37290909090909125, 37.29%
2026-03-27 17:57:18, 0.37490909090909097, 37.49%
2026-03-27 17:57:33, 0.3705185077448912, 37.05%
2026-03-27 17:57:48, 0.2905243255035995, 29.05%
2026-03-27 17:58:03, 0.1867272727272729, 18.67%
2026-03-27 17:58:18, 0.09363636363636374, 9.36%
2026-03-27 17:58:33, 0.008726479410962454, 0.87%
2026-03-27 17:58:48, 0.008181074447777268, 0.82%
2026-03-27 17:59:03, 0.008181818181817974, 0.82%
2026-03-27 17:59:18, 0.008909900900082509, 0.89%
