## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 16:56:35, 22521, 22521
2026-03-27 16:56:50, 48377, 48377
2026-03-27 16:57:05, 74169, 74169
2026-03-27 16:57:20, 99914, 99914
2026-03-27 16:57:35, 100000, 100000
2026-03-27 16:57:50, 100000, 100000
2026-03-27 16:58:05, 100000, 100000
2026-03-27 16:58:20, 100000, 100000
2026-03-27 16:58:35, 100000, 100000
2026-03-27 16:58:50, 100000, 100000
2026-03-27 16:59:05, 100000, 100000
2026-03-27 16:59:20, 100000, 100000
2026-03-27 16:59:35, 100000, 100000
2026-03-27 16:59:50, 100000, 100000
2026-03-27 17:00:05, 100000, 100000
2026-03-27 17:00:20, 100000, 100000
2026-03-27 17:00:35, 100000, 100000
2026-03-27 17:00:50, 100000, 100000
2026-03-27 17:01:05, 100000, 100000
2026-03-27 17:01:20, 100000, 100000
2026-03-27 17:01:35, 100000, 100000
2026-03-27 17:01:50, 100000, 100000
2026-03-27 17:02:05, 100000, 100000
2026-03-27 17:02:20, 100000, 100000
2026-03-27 17:02:35, 100000, 100000
2026-03-27 17:02:50, 100000, 100000
2026-03-27 17:03:05, 100000, 100000
2026-03-27 17:03:20, 100000, 100000
2026-03-27 17:03:35, 100000, 100000
2026-03-27 17:03:50, 100000, 100000
2026-03-27 17:04:05, 100000, 100000
2026-03-27 17:04:20, 100000, 100000
2026-03-27 17:04:35, 100000, 100000
2026-03-27 17:04:50, 100000, 100000
2026-03-27 17:05:05, 100000, 100000
2026-03-27 17:05:20, 100000, 100000
2026-03-27 17:05:35, 100000, 100000
2026-03-27 17:05:50, 100000, 100000
2026-03-27 17:06:05, 100000, 100000
2026-03-27 17:06:20, 100000, 100000
2026-03-27 17:06:35, 100000, 100000
2026-03-27 17:06:50, 100000, 100000
2026-03-27 17:07:05, 100000, 100000
2026-03-27 17:07:20, 100000, 100000
2026-03-27 17:07:35, 100000, 100000
2026-03-27 17:07:50, 100000, 100000
