## TailSampling_New_Trace_Received
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 新規トレース到着数累計
クエリ: increase(otelcol_processor_tail_sampling_new_trace_id_received_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 15:04:38, 8336, 8336
2026-03-27 15:04:53, 19839.0576, 19839
2026-03-27 15:05:08, 32648.340500000002, 32648
2026-03-27 15:05:23, 44820.282909090914, 44820
2026-03-27 15:05:38, 57268.586857142844, 57269
2026-03-27 15:05:53, 69116.25905882353, 69116
2026-03-27 15:06:08, 80979.0326, 80979
2026-03-27 15:06:23, 93703.48208695652, 93703
2026-03-27 15:06:38, 107099.69938461541, 107100
2026-03-27 15:06:53, 119954.95048275864, 119955
2026-03-27 15:07:08, 132751.5725, 132752
2026-03-27 15:07:23, 145625.78822857144, 145626
2026-03-27 15:07:38, 150358.62857142856, 150359
2026-03-27 15:07:53, 151470.51428571428, 151471
2026-03-27 15:08:08, 146244.34285714285, 146244
2026-03-27 15:08:23, 146348.22857142857, 146348
2026-03-27 15:08:38, 147000.34285714285, 147000
2026-03-27 15:08:53, 148170.85714285713, 148171
2026-03-27 15:09:08, 149326.9714285714, 149327
2026-03-27 15:09:23, 149601.59999999998, 149602
2026-03-27 15:09:38, 149917.3714285714, 149917
2026-03-27 15:09:53, 150537.59999999998, 150538
2026-03-27 15:10:08, 150618.85714285713, 150619
2026-03-27 15:10:23, 150358.62857142856, 150359
2026-03-27 15:10:38, 150039.7714285714, 150040
2026-03-27 15:10:53, 150667.19999999998, 150667
2026-03-27 15:11:08, 156491.99999999997, 156492
2026-03-27 15:11:23, 156688.45714285714, 156688
2026-03-27 15:11:38, 156389.14285714284, 156389
2026-03-27 15:11:53, 155997.25714285712, 155997
2026-03-27 15:12:08, 155090.05714285714, 155090
2026-03-27 15:12:23, 154249.71428571426, 154250
2026-03-27 15:12:38, 153311.65714285712, 153312
2026-03-27 15:12:53, 153325.02857142856, 153325
2026-03-27 15:13:08, 153154.2857142857, 153154
2026-03-27 15:13:23, 153629.4857142857, 153629
2026-03-27 15:13:38, 154151.99999999997, 154152
2026-03-27 15:13:53, 153901.02857142856, 153901
2026-03-27 15:14:08, 153201.59999999998, 153202
2026-03-27 15:14:23, 153490.62857142856, 153491
2026-03-27 15:14:38, 142685.4857142857, 142685
2026-03-27 15:14:53, 130025.82857142856, 130026
2026-03-27 15:15:08, 117375.42857142857, 117375
2026-03-27 15:15:23, 104526.51428571428, 104527
2026-03-27 15:15:38, 91025.4857142857, 91025
2026-03-27 15:15:53, 77596.45714285714, 77596
2026-03-27 15:16:08, 64613.80047058823, 64614
