## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 14:38:42, 19204, 19204
2026-03-27 14:38:57, 44896, 44896
2026-03-27 14:39:12, 53685, 53685
2026-03-27 14:39:27, 62531, 62531
2026-03-27 14:39:42, 88353, 88353
2026-03-27 14:39:57, 96937, 96937
2026-03-27 14:40:12, 100000, 100000
2026-03-27 14:40:27, 100000, 100000
2026-03-27 14:40:42, 100000, 100000
2026-03-27 14:40:57, 100000, 100000
2026-03-27 14:41:12, 100000, 100000
2026-03-27 14:41:27, 100000, 100000
2026-03-27 14:41:42, 100000, 100000
2026-03-27 14:41:57, 100000, 100000
2026-03-27 14:42:12, 100000, 100000
2026-03-27 14:42:27, 100000, 100000
2026-03-27 14:42:42, 100000, 100000
2026-03-27 14:42:57, 100000, 100000
2026-03-27 14:43:12, 100000, 100000
2026-03-27 14:43:27, 100000, 100000
2026-03-27 14:43:42, 100000, 100000
2026-03-27 14:43:57, 100000, 100000
2026-03-27 14:44:12, 100000, 100000
2026-03-27 14:44:27, 100000, 100000
2026-03-27 14:44:42, 100000, 100000
2026-03-27 14:44:57, 100000, 100000
2026-03-27 14:45:12, 100000, 100000
2026-03-27 14:45:27, 100000, 100000
2026-03-27 14:45:42, 100000, 100000
2026-03-27 14:45:57, 100000, 100000
2026-03-27 14:46:12, 100000, 100000
2026-03-27 14:46:27, 100000, 100000
2026-03-27 14:46:42, 100000, 100000
2026-03-27 14:46:57, 100000, 100000
2026-03-27 14:47:12, 100000, 100000
2026-03-27 14:47:27, 100000, 100000
2026-03-27 14:47:42, 100000, 100000
2026-03-27 14:47:57, 100000, 100000
2026-03-27 14:48:12, 100000, 100000
2026-03-27 14:48:27, 100000, 100000
2026-03-27 14:48:42, 100000, 100000
2026-03-27 14:48:57, 100000, 100000
2026-03-27 14:49:12, 100000, 100000
2026-03-27 14:49:27, 100000, 100000
2026-03-27 14:49:42, 100000, 100000
2026-03-27 14:49:57, 100000, 100000
