## TailSampling_Dropped_Too_Early
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: num_traces上限超過による強制ドロップ累計
クエリ: increase(otelcol_processor_tail_sampling_sampling_trace_dropped_too_early_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 14:38:42, 0, 0
2026-03-27 14:38:57, 0, 0
2026-03-27 14:39:12, 0, 0
2026-03-27 14:39:27, 0, 0
2026-03-27 14:39:42, 0, 0
2026-03-27 14:39:57, 0, 0
2026-03-27 14:40:12, 0, 0
2026-03-27 14:40:27, 0, 0
2026-03-27 14:40:42, 0, 0
2026-03-27 14:40:57, 0, 0
2026-03-27 14:41:12, 0, 0
2026-03-27 14:41:27, 0, 0
2026-03-27 14:41:42, 0, 0
2026-03-27 14:41:57, 0, 0
2026-03-27 14:42:12, 0, 0
2026-03-27 14:42:27, 0, 0
2026-03-27 14:42:42, 0, 0
2026-03-27 14:42:57, 0, 0
2026-03-27 14:43:12, 0, 0
2026-03-27 14:43:27, 0, 0
2026-03-27 14:43:42, 0, 0
2026-03-27 14:43:57, 0, 0
2026-03-27 14:44:12, 0, 0
2026-03-27 14:44:27, 0, 0
2026-03-27 14:44:42, 0, 0
2026-03-27 14:44:57, 0, 0
2026-03-27 14:45:12, 0, 0
2026-03-27 14:45:27, 0, 0
2026-03-27 14:45:42, 0, 0
2026-03-27 14:45:57, 0, 0
2026-03-27 14:46:12, 0, 0
2026-03-27 14:46:27, 0, 0
2026-03-27 14:46:42, 0, 0
2026-03-27 14:46:57, 0, 0
2026-03-27 14:47:12, 0, 0
2026-03-27 14:47:27, 0, 0
2026-03-27 14:47:42, 0, 0
2026-03-27 14:47:57, 0, 0
2026-03-27 14:48:12, 0, 0
2026-03-27 14:48:27, 0, 0
2026-03-27 14:48:42, 0, 0
2026-03-27 14:48:57, 0, 0
2026-03-27 14:49:12, 0, 0
2026-03-27 14:49:27, 0, 0
2026-03-27 14:49:42, 0, 0
2026-03-27 14:49:57, 0, 0
2026-03-27 14:50:12, 0, 0
