## TailSampling_New_Trace_Received
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 新規トレース到着数累計
クエリ: increase(otelcol_processor_tail_sampling_new_trace_id_received_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 14:38:42, 24668.441199999997, 24668
2026-03-27 14:38:57, 50353.1194, 50353
2026-03-27 14:39:12, 58073.341700000004, 58073
2026-03-27 14:39:27, 66035.72509090908, 66036
2026-03-27 14:39:42, 92507.04261428572, 92507
2026-03-27 14:39:57, 100717.8932117647, 100718
2026-03-27 14:40:12, 109108.93620000001, 109109
2026-03-27 14:40:27, 135309.72237391304, 135310
2026-03-27 14:40:42, 144150.12574615385, 144150
2026-03-27 14:40:57, 158070.5077034483, 158071
2026-03-27 14:41:12, 171280.12400625003, 171280
2026-03-27 14:41:27, 190837.02857142856, 190837
2026-03-27 14:41:42, 173387.31428571427, 173387
2026-03-27 14:41:57, 169456.11428571425, 169456
2026-03-27 14:42:12, 182074.62857142856, 182075
2026-03-27 14:42:27, 175374.51428571428, 175375
2026-03-27 14:42:42, 163245.59999999998, 163246
2026-03-27 14:42:57, 170364.34285714285, 170364
2026-03-27 14:43:12, 176253.94285714283, 176254
2026-03-27 14:43:27, 159646.62857142856, 159647
2026-03-27 14:43:42, 170968.11428571425, 170968
2026-03-27 14:43:57, 169944.6857142857, 169945
2026-03-27 14:44:12, 164388.34285714285, 164388
2026-03-27 14:44:27, 171885.59999999998, 171886
2026-03-27 14:44:42, 168246.51428571428, 168247
2026-03-27 14:44:57, 166028.91428571427, 166029
2026-03-27 14:45:12, 157859.99999999997, 157860
2026-03-27 14:45:27, 169114.62857142856, 169115
2026-03-27 14:45:42, 169167.0857142857, 169167
2026-03-27 14:45:57, 166289.14285714284, 166289
2026-03-27 14:46:12, 165262.62857142856, 165263
2026-03-27 14:46:27, 169089.94285714283, 169090
2026-03-27 14:46:42, 165812.91428571427, 165813
2026-03-27 14:46:57, 161364.34285714285, 161364
2026-03-27 14:47:12, 159090.17142857143, 159090
2026-03-27 14:47:27, 161501.14285714284, 161501
2026-03-27 14:47:42, 158444.22857142857, 158444
2026-03-27 14:47:57, 162911.31428571427, 162911
2026-03-27 14:48:12, 165918.85714285713, 165919
2026-03-27 14:48:27, 164894.4, 164894
2026-03-27 14:48:42, 150871.8857142857, 150872
2026-03-27 14:48:57, 140227.19999999998, 140227
2026-03-27 14:49:12, 129698.74285714285, 129699
2026-03-27 14:49:27, 109827.77142857142, 109828
2026-03-27 14:49:42, 100245.59999999999, 100246
2026-03-27 14:49:57, 86016.34285714285, 86016
2026-03-27 14:50:12, 69522.78354117647, 69523
