## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 17:19:14, 0.001045999999999998, 0.10%
2026-03-27 17:19:29, 0.002250599999999997, 0.23%
2026-03-27 17:19:44, 0.0032363749999999984, 0.32%
2026-03-27 17:19:59, 0.004545454545454545, 0.45%
2026-03-27 17:20:14, 0.004909090909090907, 0.49%
2026-03-27 17:20:29, 0.005090909090909091, 0.51%
2026-03-27 17:20:44, 0.004909090909090909, 0.49%
2026-03-27 17:20:59, 0.005272727272727271, 0.53%
2026-03-27 17:21:14, 0.006000000000000001, 0.60%
2026-03-27 17:21:29, 0.005818181818181815, 0.58%
2026-03-27 17:21:44, 0.011049917564107064, 1.10%
2026-03-27 17:21:59, 0.015084014452590597, 1.51%
2026-03-27 17:22:14, 0.123127652857193, 12.31%
2026-03-27 17:22:29, 0.2416950222752307, 24.17%
2026-03-27 17:22:44, 0.28040055757575755, 28.04%
2026-03-27 17:22:59, 0.31345454545454543, 31.35%
2026-03-27 17:23:14, 0.34181818181818174, 34.18%
2026-03-27 17:23:29, 0.3252727272727273, 32.53%
2026-03-27 17:23:44, 0.3436363636363637, 34.36%
2026-03-27 17:23:59, 0.3838181818181818, 38.38%
2026-03-27 17:24:14, 0.2959999999999999, 29.60%
2026-03-27 17:24:29, 0.3152727272727273, 31.53%
2026-03-27 17:24:44, 0.33054545454545464, 33.05%
2026-03-27 17:24:59, 0.2807272727272728, 28.07%
2026-03-27 17:25:14, 0.3340000000000001, 33.40%
2026-03-27 17:25:29, 0.3341818181818182, 33.42%
2026-03-27 17:25:44, 0.3340000000000001, 33.40%
2026-03-27 17:25:59, 0.3294665260554929, 32.95%
2026-03-27 17:26:14, 0.2909090909090909, 29.09%
2026-03-27 17:26:29, 0.30327272727272714, 30.33%
2026-03-27 17:26:44, 0.2712727272727273, 27.13%
2026-03-27 17:26:59, 0.2809090909090912, 28.09%
2026-03-27 17:27:14, 0.30745454545454565, 30.75%
2026-03-27 17:27:29, 0.26345454545454533, 26.35%
2026-03-27 17:27:44, 0.27836363636363637, 27.84%
2026-03-27 17:27:59, 0.2930909090909092, 29.31%
2026-03-27 17:28:14, 0.30545454545454565, 30.55%
2026-03-27 17:28:29, 0.2767272727272727, 27.67%
2026-03-27 17:28:44, 0.28127272727272695, 28.13%
2026-03-27 17:28:59, 0.3045454545454548, 30.45%
2026-03-27 17:29:14, 0.28963636363636325, 28.96%
2026-03-27 17:29:29, 0.2843636363636366, 28.44%
2026-03-27 17:29:44, 0.2974545454545452, 29.75%
2026-03-27 17:29:59, 0.26036363636363674, 26.04%
2026-03-27 17:30:14, 0.28981818181818175, 28.98%
2026-03-27 17:30:29, 0.32054545454545497, 32.05%
2026-03-27 17:30:44, 0.2978181818181817, 29.78%
2026-03-27 17:30:59, 0.30709090909090936, 30.71%
2026-03-27 17:31:14, 0.31745454545454505, 31.75%
2026-03-27 17:31:29, 0.3154545454545453, 31.55%
2026-03-27 17:31:44, 0.2929090909090917, 29.29%
2026-03-27 17:31:59, 0.3087272727272725, 30.87%
2026-03-27 17:32:14, 0.2092727272727271, 20.93%
2026-03-27 17:32:29, 0.15545454545454565, 15.55%
2026-03-27 17:32:44, 0.07272727272727272, 7.27%
2026-03-27 17:32:59, 0.009090909090909607, 0.91%
2026-03-27 17:33:14, 0.006909090909090826, 0.69%
2026-03-27 17:33:29, 0.005636363636363677, 0.56%
2026-03-27 17:33:44, 0.012181818181817954, 1.22%
