## Exporter_Sent_Spans_Total
ラベル: exporter=debug, instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/exporter/exporterhelper
説明: Exporter: テスト期間中に送信成功したSpans累計
クエリ: increase(otelcol_exporter_sent_spans_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 12:54:55, 388767.0658666667, 388767
2026-03-27 12:55:10, 556810.3381333333, 556810
2026-03-27 12:55:25, 612844.0120888889, 612844
2026-03-27 12:55:40, 822368.8358, 822369
2026-03-27 12:55:55, 1088780.7986133334, 1,088,781
2026-03-27 12:56:10, 1129875.0508, 1,129,875
2026-03-27 12:56:25, 1275434.678704762, 1,275,435
2026-03-27 12:56:40, 1559624.8563, 1,559,625
2026-03-27 12:56:55, 1653527.1837037036, 1,653,527
2026-03-27 12:57:10, 1745861.7835733332, 1,745,862
2026-03-27 12:57:25, 1969992.7554666665, 1,969,993
2026-03-27 12:57:40, 2001343.8857142855, 2,001,344
2026-03-27 12:57:55, 1873871.9999999998, 1,873,872
2026-03-27 12:58:10, 1867900.114285714, 1,867,900
2026-03-27 12:58:25, 2053605.5999999999, 2,053,606
2026-03-27 12:58:40, 1863152.2285714285, 1,863,152
2026-03-27 12:58:55, 1816806.857142857, 1,816,807
2026-03-27 12:59:10, 1876226.4, 1,876,226
2026-03-27 12:59:25, 1862455.8857142855, 1,862,456
2026-03-27 12:59:40, 1756375.1999999997, 1,756,375
2026-03-27 12:59:55, 1921021.714285714, 1,921,022
2026-03-27 13:00:10, 1885342.6285714284, 1,885,343
2026-03-27 13:00:25, 1722734.7428571426, 1,722,735
2026-03-27 13:00:40, 1840303.5428571426, 1,840,304
2026-03-27 13:00:55, 1802227.8857142855, 1,802,228
2026-03-27 13:01:10, 1781249.1428571427, 1,781,249
2026-03-27 13:01:25, 1822123.5428571426, 1,822,124
2026-03-27 13:01:40, 1830031.1999999997, 1,830,031
2026-03-27 13:01:55, 1808826.1714285712, 1,808,826
2026-03-27 13:02:10, 1823717.8285714283, 1,823,718
2026-03-27 13:02:25, 1833255.7714285713, 1,833,256
2026-03-27 13:02:40, 1886922.5142857141, 1,886,923
2026-03-27 13:02:55, 1823107.8857142855, 1,823,108
2026-03-27 13:03:10, 1766708.2285714285, 1,766,708
2026-03-27 13:03:25, 1883279.3142857142, 1,883,279
2026-03-27 13:03:40, 1857424.114285714, 1,857,424
2026-03-27 13:03:55, 1764447.4285714284, 1,764,447
2026-03-27 13:04:10, 1892788.457142857, 1,892,788
2026-03-27 13:04:25, 1918869.9428571428, 1,918,870
2026-03-27 13:04:40, 1790457.9428571428, 1,790,458
2026-03-27 13:04:55, 1661368.1142857142, 1,661,368
2026-03-27 13:05:10, 1550986.9714285713, 1,550,987
2026-03-27 13:05:25, 1418931.7714285713, 1,418,932
2026-03-27 13:05:40, 1209809.8285714285, 1,209,810
2026-03-27 13:05:55, 1095462.7961411765, 1,095,463
