## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 12:51:25, 0.0014813555555555523, 0.15%
2026-03-27 12:51:40, 0.0026480222222222205, 0.26%
2026-03-27 12:51:55, 0.0041779925925925915, 0.42%
2026-03-27 12:52:10, 0.005090909090909091, 0.51%
2026-03-27 12:52:25, 0.005090909090909091, 0.51%
2026-03-27 12:52:40, 0.005090909090909091, 0.51%
2026-03-27 12:52:55, 0.0049090909090909055, 0.49%
2026-03-27 12:53:10, 0.004476320000000005, 0.45%
2026-03-27 12:53:25, 0.011128296050397982, 1.11%
2026-03-27 12:53:40, 0.01112829605039798, 1.11%
2026-03-27 12:53:55, 0.011505526424987747, 1.15%
2026-03-27 12:54:10, 0.045569439999999996, 4.56%
2026-03-27 12:54:25, 0.1609090909090909, 16.09%
2026-03-27 12:54:40, 0.25581818181818183, 25.58%
2026-03-27 12:54:55, 0.31890909090909086, 31.89%
2026-03-27 12:55:10, 0.3390909090909091, 33.91%
2026-03-27 12:55:25, 0.33636363636363636, 33.64%
2026-03-27 12:55:40, 0.3054545454545455, 30.55%
2026-03-27 12:55:55, 0.34490909090909094, 34.49%
2026-03-27 12:56:10, 0.3436363636363635, 34.36%
2026-03-27 12:56:25, 0.30436363636363634, 30.44%
2026-03-27 12:56:40, 0.3267272727272727, 32.67%
2026-03-27 12:56:55, 0.31945454545454544, 31.95%
2026-03-27 12:57:10, 0.3725454545454547, 37.25%
2026-03-27 12:57:25, 0.38854545454545475, 38.85%
2026-03-27 12:57:40, 0.3698181818181819, 36.98%
2026-03-27 12:57:55, 0.31418181818181834, 31.42%
2026-03-27 12:58:10, 0.301818181818182, 30.18%
2026-03-27 12:58:25, 0.31727272727272704, 31.73%
2026-03-27 12:58:40, 0.3001818181818185, 30.02%
2026-03-27 12:58:55, 0.3019999999999997, 30.20%
2026-03-27 12:59:10, 0.2889090909090909, 28.89%
2026-03-27 12:59:25, 0.3199999999999999, 32.00%
2026-03-27 12:59:40, 0.30054545454545456, 30.05%
2026-03-27 12:59:55, 0.2843636363636364, 28.44%
2026-03-27 13:00:10, 0.32581818181818184, 32.58%
2026-03-27 13:00:25, 0.29181818181818175, 29.18%
2026-03-27 13:00:40, 0.2845454545454549, 28.45%
2026-03-27 13:00:55, 0.3560000000000002, 35.60%
2026-03-27 13:01:10, 0.338, 33.80%
2026-03-27 13:01:25, 0.3192727272727273, 31.93%
2026-03-27 13:01:40, 0.34381818181818224, 34.38%
2026-03-27 13:01:55, 0.3158181818181819, 31.58%
2026-03-27 13:02:10, 0.32418181818181785, 32.42%
2026-03-27 13:02:25, 0.3203636363636359, 32.04%
2026-03-27 13:02:40, 0.32563636363636406, 32.56%
2026-03-27 13:02:55, 0.35290909090909084, 35.29%
2026-03-27 13:03:10, 0.3538181818181819, 35.38%
2026-03-27 13:03:25, 0.32399999999999984, 32.40%
2026-03-27 13:03:40, 0.35963636363636364, 35.96%
2026-03-27 13:03:55, 0.3367272727272729, 33.67%
2026-03-27 13:04:10, 0.3420000000000005, 34.20%
2026-03-27 13:04:25, 0.241636363636364, 24.16%
2026-03-27 13:04:40, 0.14418181818181777, 14.42%
2026-03-27 13:04:55, 0.046727272727272604, 4.67%
2026-03-27 13:05:10, 0.008363636363636509, 0.84%
2026-03-27 13:05:25, 0.006545454545454276, 0.65%
2026-03-27 13:05:40, 0.005818181818182211, 0.58%
2026-03-27 13:05:55, 0.01272727272727252, 1.27%
