## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 13:17:08, 0.0009358222222222232, 0.09%
2026-03-27 13:17:23, 0.0020031111111111105, 0.20%
2026-03-27 13:17:38, 0.003025540740740739, 0.30%
2026-03-27 13:17:53, 0.0038181818181818174, 0.38%
2026-03-27 13:18:08, 0.004181818181818183, 0.42%
2026-03-27 13:18:23, 0.0041818181818181815, 0.42%
2026-03-27 13:18:38, 0.004363636363636363, 0.44%
2026-03-27 13:18:53, 0.004909090909090909, 0.49%
2026-03-27 13:19:08, 0.011504997483281798, 1.15%
2026-03-27 13:19:23, 0.020673042352771988, 2.07%
2026-03-27 13:19:38, 0.13050981520097793, 13.05%
2026-03-27 13:19:53, 0.23265946666666665, 23.27%
2026-03-27 13:20:08, 0.3389006303030303, 33.89%
2026-03-27 13:20:23, 0.41109090909090906, 41.11%
2026-03-27 13:20:38, 0.4173938336242001, 41.74%
2026-03-27 13:20:53, 0.4207272727272728, 42.07%
2026-03-27 13:21:08, 0.43418181818181817, 43.42%
2026-03-27 13:21:23, 0.4354545454545455, 43.55%
2026-03-27 13:21:38, 0.4378181818181818, 43.78%
2026-03-27 13:21:53, 0.4441818181818182, 44.42%
2026-03-27 13:22:08, 0.4307272727272727, 43.07%
2026-03-27 13:22:23, 0.42290909090909096, 42.29%
2026-03-27 13:22:38, 0.4263636363636365, 42.64%
2026-03-27 13:22:53, 0.4532727272727271, 45.33%
2026-03-27 13:23:08, 0.4596363636363634, 45.96%
2026-03-27 13:23:23, 0.4578181818181817, 45.78%
2026-03-27 13:23:38, 0.4581818181818182, 45.82%
2026-03-27 13:23:53, 0.42509090909090896, 42.51%
2026-03-27 13:24:08, 0.41836363636363644, 41.84%
2026-03-27 13:24:23, 0.42490909090909096, 42.49%
2026-03-27 13:24:38, 0.43800000000000006, 43.80%
2026-03-27 13:24:53, 0.44490909090909087, 44.49%
2026-03-27 13:25:08, 0.45872727272727276, 45.87%
2026-03-27 13:25:23, 0.45727272727272733, 45.73%
2026-03-27 13:25:38, 0.46381818181818163, 46.38%
2026-03-27 13:25:53, 0.47072727272727244, 47.07%
2026-03-27 13:26:08, 0.4752727272727275, 47.53%
2026-03-27 13:26:23, 0.42727272727272675, 42.73%
2026-03-27 13:26:38, 0.3765454545454547, 37.65%
2026-03-27 13:26:53, 0.31418181818181873, 31.42%
2026-03-27 13:27:08, 0.27963636363636407, 27.96%
2026-03-27 13:27:23, 0.26545454545454583, 26.55%
2026-03-27 13:27:38, 0.26563636363636334, 26.56%
2026-03-27 13:27:53, 0.26290909090909104, 26.29%
2026-03-27 13:28:08, 0.2652727272727273, 26.53%
2026-03-27 13:28:23, 0.258545454545454, 25.85%
2026-03-27 13:28:38, 0.25363636363636394, 25.36%
2026-03-27 13:28:53, 0.2592727272727271, 25.93%
2026-03-27 13:29:08, 0.2549090909090911, 25.49%
2026-03-27 13:29:23, 0.24618181818181853, 24.62%
2026-03-27 13:29:38, 0.1769090909090907, 17.69%
2026-03-27 13:29:53, 0.11399999999999966, 11.40%
2026-03-27 13:30:08, 0.04527272727272795, 4.53%
2026-03-27 13:30:23, 0.009454545454545124, 0.95%
2026-03-27 13:30:38, 0.00963636363636314, 0.96%
2026-03-27 13:30:53, 0.006000000000000227, 0.60%
2026-03-27 13:31:08, 0.011818181818181403, 1.18%
