## TailSampling_New_Trace_Received
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 新規トレース到着数累計
クエリ: increase(otelcol_processor_tail_sampling_new_trace_id_received_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 13:19:38, 33833.6944, 33834
2026-03-27 13:19:53, 59797.7744, 59798
2026-03-27 13:20:08, 85593.90293333332, 85594
2026-03-27 13:20:23, 111421.3336, 111421
2026-03-27 13:20:38, 137175.45797781568, 137175
2026-03-27 13:20:53, 162988.99893333335, 162989
2026-03-27 13:21:08, 188695.9408, 188696
2026-03-27 13:21:23, 214495.84319999997, 214496
2026-03-27 13:21:38, 240249.7912888889, 240250
2026-03-27 13:21:53, 265992.73503999994, 265993
2026-03-27 13:22:08, 291757.2434909091, 291757
2026-03-27 13:22:23, 309545.4857142857, 309545
2026-03-27 13:22:38, 309516.6857142857, 309517
2026-03-27 13:22:53, 308637.2571428571, 308637
2026-03-27 13:23:08, 308451.08571428567, 308451
2026-03-27 13:23:23, 307739.31428571424, 307739
2026-03-27 13:23:38, 307437.9428571428, 307438
2026-03-27 13:23:53, 307288.8, 307289
2026-03-27 13:24:08, 307222.9714285714, 307223
2026-03-27 13:24:23, 307233.2571428571, 307233
2026-03-27 13:24:38, 307225.02857142856, 307225
2026-03-27 13:24:53, 307129.3714285714, 307129
2026-03-27 13:25:08, 307067.6571428571, 307068
2026-03-27 13:25:23, 306944.22857142857, 306944
2026-03-27 13:25:38, 306849.6, 306850
2026-03-27 13:25:53, 307664.22857142857, 307664
2026-03-27 13:26:08, 306326.0571428571, 306326
2026-03-27 13:26:23, 295921.02857142856, 295921
2026-03-27 13:26:38, 284841.2571428571, 284841
2026-03-27 13:26:53, 273507.4285714285, 273507
2026-03-27 13:27:08, 262612.8, 262613
2026-03-27 13:27:23, 251291.31428571427, 251291
2026-03-27 13:27:38, 239995.54285714283, 239996
2026-03-27 13:27:53, 228632.91428571427, 228633
2026-03-27 13:28:08, 217279.54285714283, 217280
2026-03-27 13:28:23, 205856.22857142854, 205856
2026-03-27 13:28:38, 194466.85714285713, 194467
2026-03-27 13:28:53, 183553.71428571426, 183554
2026-03-27 13:29:08, 177599.31428571427, 177599
2026-03-27 13:29:23, 175390.9714285714, 175391
2026-03-27 13:29:38, 160280.22857142857, 160280
2026-03-27 13:29:53, 145162.2857142857, 145162
2026-03-27 13:30:08, 129787.19999999998, 129787
2026-03-27 13:30:23, 114517.02857142856, 114517
2026-03-27 13:30:38, 99323.99999999999, 99324
2026-03-27 13:30:53, 84343.8857142857, 84344
2026-03-27 13:31:08, 69205.47527058823, 69205
