## CPU_Usage_Rate
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=go.opentelemetry.io/collector/service
説明: CPU Usage Rate - CPU使用率
クエリ: rate(otelcol_process_cpu_seconds_total{job="otel-collector-self"}[1m])
単位: ratio

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 16:28:22, 0.0012071333333333323, 0.12%
2026-03-27 16:28:37, 0.0022071333333333327, 0.22%
2026-03-27 16:28:52, 0.0033853074074074083, 0.34%
2026-03-27 16:29:07, 0.0041818181818181815, 0.42%
2026-03-27 16:29:22, 0.0041818181818181815, 0.42%
2026-03-27 16:29:37, 0.0041818181818181815, 0.42%
2026-03-27 16:29:52, 0.003999999999999999, 0.40%
2026-03-27 16:30:07, 0.004545454545454547, 0.45%
2026-03-27 16:30:22, 0.0047272727272727275, 0.47%
2026-03-27 16:30:37, 0.010110858339652619, 1.01%
2026-03-27 16:30:52, 0.01606846248284827, 1.61%
2026-03-27 16:31:07, 0.12547844298403987, 12.55%
2026-03-27 16:31:22, 0.22262212333333328, 22.26%
2026-03-27 16:31:37, 0.25866540307625174, 25.87%
2026-03-27 16:31:52, 0.2878024835009, 28.78%
2026-03-27 16:32:07, 0.27507590495063905, 27.51%
2026-03-27 16:32:22, 0.246740731312617, 24.67%
2026-03-27 16:32:37, 0.26709090909090905, 26.71%
2026-03-27 16:32:52, 0.24998636438012475, 25.00%
2026-03-27 16:33:07, 0.24418181818181817, 24.42%
2026-03-27 16:33:22, 0.24290909090909088, 24.29%
2026-03-27 16:33:37, 0.25892321399349055, 25.89%
2026-03-27 16:33:52, 0.22892157754059328, 22.89%
2026-03-27 16:34:07, 0.23109511082019663, 23.11%
2026-03-27 16:34:22, 0.2341690453248004, 23.42%
2026-03-27 16:34:37, 0.2429179242881559, 24.29%
2026-03-27 16:34:52, 0.2665454545454545, 26.65%
2026-03-27 16:35:07, 0.25580887967710253, 25.58%
2026-03-27 16:35:22, 0.25781818181818195, 25.78%
2026-03-27 16:35:37, 0.2621818181818182, 26.22%
2026-03-27 16:35:52, 0.24090909090909063, 24.09%
2026-03-27 16:36:07, 0.24945454545454543, 24.95%
2026-03-27 16:36:22, 0.2620000000000002, 26.20%
2026-03-27 16:36:37, 0.22000800029091955, 22.00%
2026-03-27 16:36:52, 0.25290909090909086, 25.29%
2026-03-27 16:37:07, 0.2658036834354491, 26.58%
2026-03-27 16:37:22, 0.22928106476599144, 22.93%
2026-03-27 16:37:37, 0.2528998945492891, 25.29%
2026-03-27 16:37:52, 0.29710711493354186, 29.71%
2026-03-27 16:38:07, 0.26765096277978795, 26.77%
2026-03-27 16:38:22, 0.257445183811498, 25.74%
2026-03-27 16:38:37, 0.26490427446773684, 26.49%
2026-03-27 16:38:52, 0.24762735900512692, 24.76%
2026-03-27 16:39:07, 0.24963636363636368, 24.96%
2026-03-27 16:39:22, 0.27071250659054963, 27.07%
2026-03-27 16:39:37, 0.25871316110030346, 25.87%
2026-03-27 16:39:52, 0.2443636363636363, 24.44%
2026-03-27 16:40:07, 0.250545454545454, 25.05%
2026-03-27 16:40:22, 0.2559906912475907, 25.60%
2026-03-27 16:40:37, 0.2676363636363636, 26.76%
2026-03-27 16:40:52, 0.2345582486317436, 23.46%
2026-03-27 16:41:07, 0.1878079377488498, 18.78%
2026-03-27 16:41:22, 0.11036363636363623, 11.04%
2026-03-27 16:41:37, 0.027454545454545287, 2.75%
2026-03-27 16:41:52, 0.006909090909091343, 0.69%
2026-03-27 16:42:07, 0.005090909090909628, 0.51%
2026-03-27 16:42:22, 0.004727272727272562, 0.47%
2026-03-27 16:42:37, 0.011817752081742069, 1.18%
