## TailSampling_New_Trace_Received
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 新規トレース到着数累計
クエリ: increase(otelcol_processor_tail_sampling_new_trace_id_received_total{job="otel-collector-self"}[3m])
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 16:31:07, 26104.1832, 26104
2026-03-27 16:31:22, 51517.003066871126, 51517
2026-03-27 16:31:37, 58511.21313333334, 58511
2026-03-27 16:31:52, 69742.60777320378, 69743
2026-03-27 16:32:07, 91500.49151344648, 91500
2026-03-27 16:32:22, 100216.90290895355, 100217
2026-03-27 16:32:37, 116909.04946760893, 116909
2026-03-27 16:32:52, 125835.74996875027, 125836
2026-03-27 16:33:07, 149523.98761463133, 149524
2026-03-27 16:33:22, 157346.13224843, 157346
2026-03-27 16:33:37, 171306.82215542006, 171307
2026-03-27 16:33:52, 175995.7714285714, 175996
2026-03-27 16:34:07, 170740.9058182192, 170741
2026-03-27 16:34:22, 163167.42857142855, 163167
2026-03-27 16:34:37, 169924.11428571425, 169924
2026-03-27 16:34:52, 170612.22857142857, 170612
2026-03-27 16:35:07, 154799.25943703498, 154799
2026-03-27 16:35:22, 161420.91428571427, 161421
2026-03-27 16:35:37, 169680.16594570197, 169680
2026-03-27 16:35:52, 166306.39382389415, 166306
2026-03-27 16:36:07, 162870.90635839474, 162871
2026-03-27 16:36:22, 161806.62857142856, 161807
2026-03-27 16:36:37, 156988.5370118516, 156989
2026-03-27 16:36:52, 165285.25714285712, 165285
2026-03-27 16:37:07, 168023.5195968069, 168024
2026-03-27 16:37:22, 162196.45714285714, 162196
2026-03-27 16:37:37, 163881.44135495592, 163881
2026-03-27 16:37:52, 163762.9714285714, 163763
2026-03-27 16:38:07, 167306.4, 167306
2026-03-27 16:38:22, 166354.0988102993, 166354
2026-03-27 16:38:37, 155620.93930891823, 155621
2026-03-27 16:38:52, 166521.7540370967, 166522
2026-03-27 16:39:07, 164456.22857142857, 164456
2026-03-27 16:39:22, 164122.03358837948, 164122
2026-03-27 16:39:37, 166638.0576332977, 166638
2026-03-27 16:39:52, 167236.23833551435, 167236
2026-03-27 16:40:07, 156433.99601136023, 156434
2026-03-27 16:40:22, 165078.68481503066, 165079
2026-03-27 16:40:37, 168648.55598349698, 168649
2026-03-27 16:40:52, 156560.91428571427, 156561
2026-03-27 16:41:07, 146468.11768941104, 146468
2026-03-27 16:41:22, 132340.11428571428, 132340
2026-03-27 16:41:37, 117323.99999999999, 117324
2026-03-27 16:41:52, 102243.0857142857, 102243
2026-03-27 16:42:07, 93246.63005777042, 93247
2026-03-27 16:42:22, 72267.42857142857, 72267
2026-03-27 16:42:37, 63333.93686060605, 63334
