## TailSampling_Traces_On_Memory
ラベル: instance=otel-collector:8888, job=otel-collector-self, otel_scope_name=github.com/open-telemetry/opentelemetry-collector-contrib/processor/tailsamplingprocessor
説明: Tail Sampling: 現在メモリに保持しているトレース数
クエリ: otelcol_processor_tail_sampling_sampling_traces_on_memory{job="otel-collector-self"}
単位: count

時間, 値, フォーマット済み
------------------------------------------------------------
2026-03-27 16:30:52, 120, 120
2026-03-27 16:31:07, 25612, 25612
2026-03-27 16:31:22, 51142, 51142
2026-03-27 16:31:37, 58229, 58229
2026-03-27 16:31:52, 69491, 69491
2026-03-27 16:32:07, 91118, 91118
2026-03-27 16:32:22, 99647, 99647
2026-03-27 16:32:37, 100000, 100000
2026-03-27 16:32:52, 100000, 100000
2026-03-27 16:33:07, 100000, 100000
2026-03-27 16:33:22, 100000, 100000
2026-03-27 16:33:37, 100000, 100000
2026-03-27 16:33:52, 100000, 100000
2026-03-27 16:34:07, 100000, 100000
2026-03-27 16:34:22, 100000, 100000
2026-03-27 16:34:37, 100000, 100000
2026-03-27 16:34:52, 100000, 100000
2026-03-27 16:35:07, 100000, 100000
2026-03-27 16:35:22, 100000, 100000
2026-03-27 16:35:37, 100000, 100000
2026-03-27 16:35:52, 100000, 100000
2026-03-27 16:36:07, 100000, 100000
2026-03-27 16:36:22, 100000, 100000
2026-03-27 16:36:37, 100000, 100000
2026-03-27 16:36:52, 100000, 100000
2026-03-27 16:37:07, 100000, 100000
2026-03-27 16:37:22, 100000, 100000
2026-03-27 16:37:37, 100000, 100000
2026-03-27 16:37:52, 100000, 100000
2026-03-27 16:38:07, 100000, 100000
2026-03-27 16:38:22, 100000, 100000
2026-03-27 16:38:37, 100000, 100000
2026-03-27 16:38:52, 100000, 100000
2026-03-27 16:39:07, 100000, 100000
2026-03-27 16:39:22, 100000, 100000
2026-03-27 16:39:37, 100000, 100000
2026-03-27 16:39:52, 100000, 100000
2026-03-27 16:40:07, 100000, 100000
2026-03-27 16:40:22, 100000, 100000
2026-03-27 16:40:37, 100000, 100000
2026-03-27 16:40:52, 100000, 100000
2026-03-27 16:41:07, 100000, 100000
2026-03-27 16:41:22, 100000, 100000
2026-03-27 16:41:37, 100000, 100000
2026-03-27 16:41:52, 100000, 100000
2026-03-27 16:42:07, 100000, 100000
2026-03-27 16:42:22, 100000, 100000
